Bulbasaur,1,grass,poison,45,49,49,65,65,45
Ivysaur,2,grass,poison,60,62,63,80,80,60
Venusaur,3,grass,poison,80,82,83,100,100,80
Charmander,4,fire,null,39,52,43,60,50,65
Charmeleon,5,fire,null,58,64,58,80,65,80
Charizard,6,fire,flying,78,84,78,109,85,100
Squirtle,7,water,null,44,48,65,50,64,43
Wartortle,8,water,null,59,63,80,65,80,58
Blastoise,9,water,null,79,83,100,85,105,78
Caterpie,10,bug,null,45,30,35,20,20,45
Metapod,11,bug,null,50,20,55,25,25,30
Butterfree,12,bug,flying,60,45,50,90,80,70
Weedle,13,bug,poison,40,35,30,20,20,50
Kakuna,14,bug,poison,45,25,50,25,25,35
Beedrill,15,bug,poison,65,90,40,45,80,75
Pidgey,16,normal,flying,40,45,40,35,35,56
Pidgeotto,17,normal,flying,63,60,55,50,50,71
Pidgeot,18,normal,flying,83,80,75,70,70,101
Rattata,19,normal,null,30,56,35,25,35,72
Raticate,20,normal,null,55,81,60,50,70,97
Spearow,21,normal,flying,40,60,30,31,31,70
Fearow,22,normal,flying,65,90,65,61,61,100
Ekans,23,poison,null,35,60,44,40,54,55
Arbok,24,poison,null,60,95,69,65,79,80
Pikachu,25,electric,null,35,55,40,50,50,90
Raichu,26,electric,null,60,90,55,90,80,110
Sandshrew,27,ground,null,50,75,85,20,30,40
Sandslash,28,ground,null,75,100,110,45,55,65
Nidoran♀,29,poison,null,55,47,52,40,40,41
Nidorina,30,poison,null,70,62,67,55,55,56
Nidoqueen,31,poison,ground,90,92,87,75,85,76
Nidoran♂,32,poison,null,46,57,40,40,40,50
Nidorino,33,poison,null,61,72,57,55,55,65
Nidoking,34,poison,ground,81,102,77,85,75,85
Clefairy,35,fairy,null,70,45,48,60,65,35
Clefable,36,fairy,null,95,70,73,95,90,60
Vulpix,37,fire,null,38,41,40,50,65,65
Ninetales,38,fire,null,73,76,75,81,100,100
Jigglypuff,39,normal,fairy,115,45,20,45,25,20
Wigglytuff,40,normal,fairy,140,70,45,85,50,45
Zubat,41,poison,flying,40,45,35,30,40,55
Golbat,42,poison,flying,75,80,70,65,75,90
Oddish,43,grass,poison,45,50,55,75,65,30
Gloom,44,grass,poison,60,65,70,85,75,40
Vileplume,45,grass,poison,75,80,85,110,90,50
Paras,46,bug,grass,35,70,55,45,55,25
Parasect,47,bug,grass,60,95,80,60,80,30
Venonat,48,bug,poison,60,55,50,40,55,45
Venomoth,49,bug,poison,70,65,60,90,75,90
Diglett,50,ground,null,10,55,25,35,45,95
Dugtrio,51,ground,null,35,100,50,50,70,120
Meowth,52,normal,null,40,45,35,40,40,90
Persian,53,normal,null,65,70,60,65,65,115
Psyduck,54,water,null,50,52,48,65,50,55
Golduck,55,water,null,80,82,78,95,80,85
Mankey,56,fighting,null,40,80,35,35,45,70
Primeape,57,fighting,null,65,105,60,60,70,95
Growlithe,58,fire,null,55,70,45,70,50,60
Arcanine,59,fire,null,90,110,80,100,80,95
Poliwag,60,water,null,40,50,40,40,40,90
Poliwhirl,61,water,null,65,65,65,50,50,90
Poliwrath,62,water,fighting,90,95,95,70,90,70
Abra,63,psychic,null,25,20,15,105,55,90
Kadabra,64,psychic,null,40,35,30,120,70,105
Alakazam,65,psychic,null,55,50,45,135,95,120
Machop,66,fighting,null,70,80,50,35,35,35
Machoke,67,fighting,null,80,100,70,50,60,45
Machamp,68,fighting,null,90,130,80,65,85,55
Bellsprout,69,grass,poison,50,75,35,70,30,40
Weepinbell,70,grass,poison,65,90,50,85,45,55
Victreebel,71,grass,poison,80,105,65,100,70,70
Tentacool,72,water,poison,40,40,35,50,100,70
Tentacruel,73,water,poison,80,70,65,80,120,100
Geodude,74,rock,ground,40,80,100,30,30,20
Graveler,75,rock,ground,55,95,115,45,45,35
Golem,76,rock,ground,80,120,130,55,65,45
Ponyta,77,fire,null,50,85,55,65,65,90
Rapidash,78,fire,null,65,100,70,80,80,105
Slowpoke,79,water,psychic,90,65,65,40,40,15
Slowbro,80,water,psychic,95,75,110,100,80,30
Magnemite,81,electric,steel,25,35,70,95,55,45
Magneton,82,electric,steel,50,60,95,120,70,70
Farfetch'd,83,normal,flying,52,90,55,58,62,60
Doduo,84,normal,flying,35,85,45,35,35,75
Dodrio,85,normal,flying,60,110,70,60,60,110
Seel,86,water,null,65,45,55,45,70,45
Dewgong,87,water,ice,90,70,80,70,95,70
Grimer,88,poison,null,80,80,50,40,50,25
Muk,89,poison,null,105,105,75,65,100,50
Shellder,90,water,null,30,65,100,45,25,40
Cloyster,91,water,ice,50,95,180,85,45,70
Gastly,92,ghost,poison,30,35,30,100,35,80
Haunter,93,ghost,poison,45,50,45,115,55,95
Gengar,94,ghost,poison,60,65,60,130,75,110
Onix,95,rock,ground,35,45,160,30,45,70
Drowzee,96,psychic,null,60,48,45,43,90,42
Hypno,97,psychic,null,85,73,70,73,115,67
Krabby,98,water,null,30,105,90,25,25,50
Kingler,99,water,null,55,130,115,50,50,75
Voltorb,100,electric,null,40,30,50,55,55,100
Electrode,101,electric,null,60,50,70,80,80,150
Exeggcute,102,grass,psychic,60,40,80,60,45,40
Exeggutor,103,grass,psychic,95,95,85,125,75,55
Cubone,104,ground,null,50,50,95,40,50,35
Marowak,105,ground,null,60,80,110,50,80,45
Hitmonlee,106,fighting,null,50,120,53,35,110,87
Hitmonchan,107,fighting,null,50,105,79,35,110,76
Lickitung,108,normal,null,90,55,75,60,75,30
Koffing,109,poison,null,40,65,95,60,45,35
Weezing,110,poison,null,65,90,120,85,70,60
Rhyhorn,111,ground,rock,80,85,95,30,30,25
Rhydon,112,ground,rock,105,130,120,45,45,40
Chansey,113,normal,null,250,5,5,35,105,50
Tangela,114,grass,null,65,55,115,100,40,60
Kangaskhan,115,normal,null,105,95,80,40,80,90
Horsea,116,water,null,30,40,70,70,25,60
Seadra,117,water,null,55,65,95,95,45,85
Goldeen,118,water,null,45,67,60,35,50,63
Seaking,119,water,null,80,92,65,65,80,68
Staryu,120,water,null,30,45,55,70,55,85
Starmie,121,water,psychic,60,75,85,100,85,115
Mr. Mime,122,psychic,fairy,40,45,65,100,120,90
Scyther,123,bug,flying,70,110,80,55,80,105
Jynx,124,ice,psychic,65,50,35,115,95,95
Electabuzz,125,electric,null,65,83,57,95,85,105
Magmar,126,fire,null,65,95,57,100,85,93
Pinsir,127,bug,null,65,125,100,55,70,85
Tauros,128,normal,null,75,100,95,40,70,110
Magikarp,129,water,null,20,10,55,15,20,80
Gyarados,130,water,flying,95,125,79,60,100,81
Lapras,131,water,ice,130,85,80,85,95,60
Ditto,132,normal,null,48,48,48,48,48,48
Eevee,133,normal,null,55,55,50,45,65,55
Vaporeon,134,water,null,130,65,60,110,95,65
Jolteon,135,electric,null,65,65,60,110,95,130
Flareon,136,fire,null,65,130,60,95,110,65
Porygon,137,normal,null,65,60,70,85,75,40
Omanyte,138,rock,water,35,40,100,90,55,35
Omastar,139,rock,water,70,60,125,115,70,55
Kabuto,140,rock,water,30,80,90,55,45,55
Kabutops,141,rock,water,60,115,105,65,70,80
Aerodactyl,142,rock,flying,80,105,65,60,75,130
Snorlax,143,normal,null,160,110,65,65,110,30
Articuno,144,ice,flying,90,85,100,95,125,85
Zapdos,145,electric,flying,90,90,85,125,90,100
Moltres,146,fire,flying,90,100,90,125,85,90
Dratini,147,dragon,null,41,64,45,50,50,50
Dragonair,148,dragon,null,61,84,65,70,70,70
Dragonite,149,dragon,flying,91,134,95,100,100,80
Mewtwo,150,psychic,null,106,110,90,154,90,130
Mew,151,psychic,null,100,100,100,100,100,100
Chikorita,152,grass,null,45,49,65,49,65,45
Bayleef,153,grass,null,60,62,80,63,80,60
Meganium,154,grass,null,80,82,100,83,100,80
Cyndaquil,155,fire,null,39,52,43,60,50,65
Quilava,156,fire,null,58,64,58,80,65,80
Typhlosion,157,fire,null,78,84,78,109,85,100
Totodile,158,water,null,50,65,64,44,48,43
Croconaw,159,water,null,65,80,80,59,63,58
Feraligatr,160,water,null,85,105,100,79,83,78
Sentret,161,normal,null,35,46,34,35,45,20
Furret,162,normal,null,85,76,64,45,55,90
Hoothoot,163,normal,flying,60,30,30,36,56,50
Noctowl,164,normal,flying,100,50,50,86,96,70
Ledyba,165,bug,flying,40,20,30,40,80,55
Ledian,166,bug,flying,55,35,50,55,110,85
Spinarak,167,bug,poison,40,60,40,40,40,30
Ariados,168,bug,poison,70,90,70,60,70,40
Crobat,169,poison,flying,85,90,80,70,80,130
Chinchou,170,water,electric,75,38,38,56,56,67
Lanturn,171,water,electric,125,58,58,76,76,67
Pichu,172,electric,null,20,40,15,35,35,60
Cleffa,173,fairy,null,50,25,28,45,55,15
Igglybuff,174,normal,fairy,90,30,15,40,20,15
Togepi,175,fairy,null,35,20,65,40,65,20
Togetic,176,fairy,flying,55,40,85,80,105,40
Natu,177,psychic,flying,40,50,45,70,45,70
Xatu,178,psychic,flying,65,75,70,95,70,95
Mareep,179,electric,null,55,40,40,65,45,35
Flaaffy,180,electric,null,70,55,55,80,60,45
Ampharos,181,electric,null,90,75,85,115,90,55
Bellossom,182,grass,null,75,80,95,90,100,50
Marill,183,water,fairy,70,20,50,20,50,40
Azumarill,184,water,fairy,100,50,80,60,80,50
Sudowoodo,185,rock,null,70,100,115,30,65,30
Politoed,186,water,null,90,75,75,90,100,70
Hoppip,187,grass,flying,35,35,40,35,55,50
Skiploom,188,grass,flying,55,45,50,45,65,80
Jumpluff,189,grass,flying,75,55,70,55,95,110
Aipom,190,normal,null,55,70,55,40,55,85
Sunkern,191,grass,null,30,30,30,30,30,30
Sunflora,192,grass,null,75,75,55,105,85,30
Yanma,193,bug,flying,65,65,45,75,45,95
Wooper,194,water,ground,55,45,45,25,25,15
Quagsire,195,water,ground,95,85,85,65,65,35
Espeon,196,psychic,null,65,65,60,130,95,110
Umbreon,197,dark,null,95,65,110,60,130,65
Murkrow,198,dark,flying,60,85,42,85,42,91
Slowking,199,water,psychic,95,75,80,100,110,30
Misdreavus,200,ghost,null,60,60,60,85,85,85
Unown,201,psychic,null,48,72,48,72,48,48
Wobbuffet,202,psychic,null,190,33,58,33,58,33
Girafarig,203,normal,psychic,70,80,65,90,65,85
Pineco,204,bug,null,50,65,90,35,35,15
Forretress,205,bug,steel,75,90,140,60,60,40
Dunsparce,206,normal,null,100,70,70,65,65,45
Gligar,207,ground,flying,65,75,105,35,65,85
Steelix,208,steel,ground,75,85,200,55,65,30
Snubbull,209,fairy,null,60,80,50,40,40,30
Granbull,210,fairy,null,90,120,75,60,60,45
Qwilfish,211,water,poison,65,95,85,55,55,85
Scizor,212,bug,steel,70,130,100,55,80,65
Shuckle,213,bug,rock,20,10,230,10,230,5
Heracross,214,bug,fighting,80,125,75,40,95,85
Sneasel,215,dark,ice,55,95,55,35,75,115
Teddiursa,216,normal,null,60,80,50,50,50,40
Ursaring,217,normal,null,90,130,75,75,75,55
Slugma,218,fire,null,40,40,40,70,40,20
Magcargo,219,fire,rock,60,50,120,90,80,30
Swinub,220,ice,ground,50,50,40,30,30,50
Piloswine,221,ice,ground,100,100,80,60,60,50
Corsola,222,water,rock,65,55,95,65,95,35
Remoraid,223,water,null,35,65,35,65,35,65
Octillery,224,water,null,75,105,75,105,75,45
Delibird,225,ice,flying,45,55,45,65,45,75
Mantine,226,water,flying,85,40,70,80,140,70
Skarmory,227,steel,flying,65,80,140,40,70,70
Houndour,228,dark,fire,45,60,30,80,50,65
Houndoom,229,dark,fire,75,90,50,110,80,95
Kingdra,230,water,dragon,75,95,95,95,95,85
Phanpy,231,ground,null,90,60,60,40,40,40
Donphan,232,ground,null,90,120,120,60,60,50
Porygon2,233,normal,null,85,80,90,105,95,60
Stantler,234,normal,null,73,95,62,85,65,85
Smeargle,235,normal,null,55,20,35,20,45,75
Tyrogue,236,fighting,null,35,35,35,35,35,35
Hitmontop,237,fighting,null,50,95,95,35,110,70
Smoochum,238,ice,psychic,45,30,15,85,65,65
Elekid,239,electric,null,45,63,37,65,55,95
Magby,240,fire,null,45,75,37,70,55,83
Miltank,241,normal,null,95,80,105,40,70,100
Blissey,242,normal,null,255,10,10,75,135,55
Raikou,243,electric,null,90,85,75,115,100,115
Entei,244,fire,null,115,115,85,90,75,100
Suicune,245,water,null,100,75,115,90,115,85
Larvitar,246,rock,ground,50,64,50,45,50,41
Pupitar,247,rock,ground,70,84,70,65,70,51
Tyranitar,248,rock,dark,100,134,110,95,100,61
Lugia,249,psychic,flying,106,90,130,90,154,110
Ho-oh,250,fire,flying,106,130,90,110,154,90
Celebi,251,psychic,grass,100,100,100,100,100,100
Treecko,252,grass,null,40,45,35,65,55,70
Grovyle,253,grass,null,50,65,45,85,65,95
Sceptile,254,grass,null,70,85,65,105,85,120
Torchic,255,fire,null,45,60,40,70,50,45
Combusken,256,fire,fighting,60,85,60,85,60,55
Blaziken,257,fire,fighting,80,120,70,110,70,80
Mudkip,258,water,null,50,70,50,50,50,40
Marshtomp,259,water,ground,70,85,70,60,70,50
Swampert,260,water,ground,100,110,90,85,90,60
Poochyena,261,dark,null,35,55,35,30,30,35
Mightyena,262,dark,null,70,90,70,60,60,70
Zigzagoon,263,normal,null,38,30,41,30,41,60
Linoone,264,normal,null,78,70,61,50,61,100
Wurmple,265,bug,null,45,45,35,20,30,20
Silcoon,266,bug,null,50,35,55,25,25,15
Beautifly,267,bug,flying,60,70,50,100,50,65
Cascoon,268,bug,null,50,35,55,25,25,15
Dustox,269,bug,poison,60,50,70,50,90,65
Lotad,270,water,grass,40,30,30,40,50,30
Lombre,271,water,grass,60,50,50,60,70,50
Ludicolo,272,water,grass,80,70,70,90,100,70
Seedot,273,grass,null,40,40,50,30,30,30
Nuzleaf,274,grass,dark,70,70,40,60,40,60
Shiftry,275,grass,dark,90,100,60,90,60,80
Taillow,276,normal,flying,40,55,30,30,30,85
Swellow,277,normal,flying,60,85,60,75,50,125
Wingull,278,water,flying,40,30,30,55,30,85
Pelipper,279,water,flying,60,50,100,95,70,65
Ralts,280,psychic,fairy,28,25,25,45,35,40
Kirlia,281,psychic,fairy,38,35,35,65,55,50
Gardevoir,282,psychic,fairy,68,65,65,125,115,80
Surskit,283,bug,water,40,30,32,50,52,65
Masquerain,284,bug,flying,70,60,62,100,82,80
Shroomish,285,grass,null,60,40,60,40,60,35
Breloom,286,grass,fighting,60,130,80,60,60,70
Slakoth,287,normal,null,60,60,60,35,35,30
Vigoroth,288,normal,null,80,80,80,55,55,90
Slaking,289,normal,null,150,160,100,95,65,100
Nincada,290,bug,ground,31,45,90,30,30,40
Ninjask,291,bug,flying,61,90,45,50,50,160
Shedinja,292,bug,ghost,1,90,45,30,30,40
Whismur,293,normal,null,64,51,23,51,23,28
Loudred,294,normal,null,84,71,43,71,43,48
Exploud,295,normal,null,104,91,63,91,73,68
Makuhita,296,fighting,null,72,60,30,20,30,25
Hariyama,297,fighting,null,144,120,60,40,60,50
Azurill,298,normal,fairy,50,20,40,20,40,20
Nosepass,299,rock,null,30,45,135,45,90,30
Skitty,300,normal,null,50,45,45,35,35,50
Delcatty,301,normal,null,70,65,65,55,55,90
Sableye,302,dark,ghost,50,75,75,65,65,50
Mawile,303,steel,fairy,50,85,85,55,55,50
Aron,304,steel,rock,50,70,100,40,40,30
Lairon,305,steel,rock,60,90,140,50,50,40
Aggron,306,steel,rock,70,110,180,60,60,50
Meditite,307,fighting,psychic,30,40,55,40,55,60
Medicham,308,fighting,psychic,60,60,75,60,75,80
Electrike,309,electric,null,40,45,40,65,40,65
Manectric,310,electric,null,70,75,60,105,60,105
Plusle,311,electric,null,60,50,40,85,75,95
Minun,312,electric,null,60,40,50,75,85,95
Volbeat,313,bug,null,65,73,75,47,85,85
Illumise,314,bug,null,65,47,75,73,85,85
Roselia,315,grass,poison,50,60,45,100,80,65
Gulpin,316,poison,null,70,43,53,43,53,40
Swalot,317,poison,null,100,73,83,73,83,55
Carvanha,318,water,dark,45,90,20,65,20,65
Sharpedo,319,water,dark,70,120,40,95,40,95
Wailmer,320,water,null,130,70,35,70,35,60
Wailord,321,water,null,170,90,45,90,45,60
Numel,322,fire,ground,60,60,40,65,45,35
Camerupt,323,fire,ground,70,100,70,105,75,40
Torkoal,324,fire,null,70,85,140,85,70,20
Spoink,325,psychic,null,60,25,35,70,80,60
Grumpig,326,psychic,null,80,45,65,90,110,80
Spinda,327,normal,null,60,60,60,60,60,60
Trapinch,328,ground,null,45,100,45,45,45,10
Vibrava,329,ground,dragon,50,70,50,50,50,70
Flygon,330,ground,dragon,80,100,80,80,80,100
Cacnea,331,grass,null,50,85,40,85,40,35
Cacturne,332,grass,dark,70,115,60,115,60,55
Swablu,333,normal,flying,45,40,60,40,75,50
Altaria,334,dragon,flying,75,70,90,70,105,80
Zangoose,335,normal,null,73,115,60,60,60,90
Seviper,336,poison,null,73,100,60,100,60,65
Lunatone,337,rock,psychic,90,55,65,95,85,70
Solrock,338,rock,psychic,90,95,85,55,65,70
Barboach,339,water,ground,50,48,43,46,41,60
Whiscash,340,water,ground,110,78,73,76,71,60
Corphish,341,water,null,43,80,65,50,35,35
Crawdaunt,342,water,dark,63,120,85,90,55,55
Baltoy,343,ground,psychic,40,40,55,40,70,55
Claydol,344,ground,psychic,60,70,105,70,120,75
Lileep,345,rock,grass,66,41,77,61,87,23
Cradily,346,rock,grass,86,81,97,81,107,43
Anorith,347,rock,bug,45,95,50,40,50,75
Armaldo,348,rock,bug,75,125,100,70,80,45
Feebas,349,water,null,20,15,20,10,55,80
Milotic,350,water,null,95,60,79,100,125,81
Castform,351,normal,null,70,70,70,70,70,70
Kecleon,352,normal,null,60,90,70,60,120,40
Shuppet,353,ghost,null,44,75,35,63,33,45
Banette,354,ghost,null,64,115,65,83,63,65
Duskull,355,ghost,null,20,40,90,30,90,25
Dusclops,356,ghost,null,40,70,130,60,130,25
Tropius,357,grass,flying,99,68,83,72,87,51
Chimecho,358,psychic,null,75,50,80,95,90,65
Absol,359,dark,null,65,130,60,75,60,75
Wynaut,360,psychic,null,95,23,48,23,48,23
Snorunt,361,ice,null,50,50,50,50,50,50
Glalie,362,ice,null,80,80,80,80,80,80
Spheal,363,ice,water,70,40,50,55,50,25
Sealeo,364,ice,water,90,60,70,75,70,45
Walrein,365,ice,water,110,80,90,95,90,65
Clamperl,366,water,null,35,64,85,74,55,32
Huntail,367,water,null,55,104,105,94,75,52
Gorebyss,368,water,null,55,84,105,114,75,52
Relicanth,369,water,rock,100,90,130,45,65,55
Luvdisc,370,water,null,43,30,55,40,65,97
Bagon,371,dragon,null,45,75,60,40,30,50
Shelgon,372,dragon,null,65,95,100,60,50,50
Salamence,373,dragon,flying,95,135,80,110,80,100
Beldum,374,steel,psychic,40,55,80,35,60,30
Metang,375,steel,psychic,60,75,100,55,80,50
Metagross,376,steel,psychic,80,135,130,95,90,70
Regirock,377,rock,null,80,100,200,50,100,50
Regice,378,ice,null,80,50,100,100,200,50
Registeel,379,steel,null,80,75,150,75,150,50
Latias,380,dragon,psychic,80,80,90,110,130,110
Latios,381,dragon,psychic,80,90,80,130,110,110
Kyogre,382,water,null,100,100,90,150,140,90
Groudon,383,ground,null,100,150,140,100,90,90
Rayquaza,384,dragon,flying,105,150,90,150,90,95
Jirachi,385,steel,psychic,100,100,100,100,100,100
Deoxys Normal Forme,386,psychic,null,50,150,50,150,50,150
Turtwig,387,grass,null,55,68,64,45,55,31
Grotle,388,grass,null,75,89,85,55,65,36
Torterra,389,grass,ground,95,109,105,75,85,56
Chimchar,390,fire,null,44,58,44,58,44,61
Monferno,391,fire,fighting,64,78,52,78,52,81
Infernape,392,fire,fighting,76,104,71,104,71,108
Piplup,393,water,null,53,51,53,61,56,40
Prinplup,394,water,null,64,66,68,81,76,50
Empoleon,395,water,steel,84,86,88,111,101,60
Starly,396,normal,flying,40,55,30,30,30,60
Staravia,397,normal,flying,55,75,50,40,40,80
Staraptor,398,normal,flying,85,120,70,50,60,100
Bidoof,399,normal,null,59,45,40,35,40,31
Bibarel,400,normal,water,79,85,60,55,60,71
Kricketot,401,bug,null,37,25,41,25,41,25
Kricketune,402,bug,null,77,85,51,55,51,65
Shinx,403,electric,null,45,65,34,40,34,45
Luxio,404,electric,null,60,85,49,60,49,60
Luxray,405,electric,null,80,120,79,95,79,70
Budew,406,grass,poison,40,30,35,50,70,55
Roserade,407,grass,poison,60,70,65,125,105,90
Cranidos,408,rock,null,67,125,40,30,30,58
Rampardos,409,rock,null,97,165,60,65,50,58
Shieldon,410,rock,steel,30,42,118,42,88,30
Bastiodon,411,rock,steel,60,52,168,47,138,30
Burmy Plant Cloak,412,bug,null,40,29,45,29,45,36
Wormadam Plant Cloak,413,bug,grass,60,59,85,79,105,36
Mothim,414,bug,flying,70,94,50,94,50,66
Combee,415,bug,flying,30,30,42,30,42,70
Vespiquen,416,bug,flying,70,80,102,80,102,40
Pachirisu,417,electric,null,60,45,70,45,90,95
Buizel,418,water,null,55,65,35,60,30,85
Floatzel,419,water,null,85,105,55,85,50,115
Cherubi,420,grass,null,45,35,45,62,53,35
Cherrim,421,grass,null,70,60,70,87,78,85
Shellos,422,water,null,76,48,48,57,62,34
Gastrodon,423,water,ground,111,83,68,92,82,39
Ambipom,424,normal,null,75,100,66,60,66,115
Drifloon,425,ghost,flying,90,50,34,60,44,70
Drifblim,426,ghost,flying,150,80,44,90,54,80
Buneary,427,normal,null,55,66,44,44,56,85
Lopunny,428,normal,null,65,76,84,54,96,105
Mismagius,429,ghost,null,60,60,60,105,105,105
Honchkrow,430,dark,flying,100,125,52,105,52,71
Glameow,431,normal,null,49,55,42,42,37,85
Purugly,432,normal,null,71,82,64,64,59,112
Chingling,433,psychic,null,45,30,50,65,50,45
Stunky,434,poison,dark,63,63,47,41,41,74
Skuntank,435,poison,dark,103,93,67,71,61,84
Bronzor,436,steel,psychic,57,24,86,24,86,23
Bronzong,437,steel,psychic,67,89,116,79,116,33
Bonsly,438,rock,null,50,80,95,10,45,10
Mime Jr.,439,psychic,fairy,20,25,45,70,90,60
Happiny,440,normal,null,100,5,5,15,65,30
Chatot,441,normal,flying,76,65,45,92,42,91
Spiritomb,442,ghost,dark,50,92,108,92,108,35
Gible,443,dragon,ground,58,70,45,40,45,42
Gabite,444,dragon,ground,68,90,65,50,55,82
Garchomp,445,dragon,ground,108,130,95,80,85,102
Munchlax,446,normal,null,135,85,40,40,85,5
Riolu,447,fighting,null,40,70,40,35,40,60
Lucario,448,fighting,steel,70,110,70,115,70,90
Hippopotas,449,ground,null,68,72,78,38,42,32
Hippowdon,450,ground,null,108,112,118,68,72,47
Skorupi,451,poison,bug,40,50,90,30,55,65
Drapion,452,poison,dark,70,90,110,60,75,95
Croagunk,453,poison,fighting,48,61,40,61,40,50
Toxicroak,454,poison,fighting,83,106,65,86,65,85
Carnivine,455,grass,null,74,100,72,90,72,46
Finneon,456,water,null,49,49,56,49,61,66
Lumineon,457,water,null,69,69,76,69,86,91
Mantyke,458,water,flying,45,20,50,60,120,50
Snover,459,grass,ice,60,62,50,62,60,40
Abomasnow,460,grass,ice,90,92,75,92,85,60
Weavile,461,dark,ice,70,120,65,45,85,125
Magnezone,462,electric,steel,70,70,115,130,90,60
Lickilicky,463,normal,null,110,85,95,80,95,50
Rhyperior,464,ground,rock,115,140,130,55,55,40
Tangrowth,465,grass,null,100,100,125,110,50,50
Electivire,466,electric,null,75,123,67,95,85,95
Magmortar,467,fire,null,75,95,67,125,95,83
Togekiss,468,fairy,flying,85,50,95,120,115,80
Yanmega,469,bug,flying,86,76,86,116,56,95
Leafeon,470,grass,null,65,110,130,60,65,95
Glaceon,471,ice,null,65,60,110,130,95,65
Gliscor,472,ground,flying,75,95,125,45,75,95
Mamoswine,473,ice,ground,110,130,80,70,60,80
Porygon-Z,474,normal,null,85,80,70,135,75,90
Gallade,475,psychic,fighting,68,125,65,65,115,80
Probopass,476,rock,steel,60,55,145,75,150,40
Dusknoir,477,ghost,null,45,100,135,65,135,45
Froslass,478,ice,ghost,70,80,70,80,70,110
Rotom,479,electric,ghost,50,50,77,95,77,91
Uxie,480,psychic,null,75,75,130,75,130,95
Mesprit,481,psychic,null,80,105,105,105,105,80
Azelf,482,psychic,null,75,125,70,125,70,115
Dialga,483,steel,dragon,100,120,120,150,100,90
Palkia,484,water,dragon,90,120,100,150,120,100
Heatran,485,fire,steel,91,90,106,130,106,77
Regigigas,486,normal,null,110,160,110,80,110,100
Giratina Altered Forme,487,ghost,dragon,150,100,120,100,120,90
Cresselia,488,psychic,null,120,70,110,75,120,85
Phione,489,water,null,80,80,80,80,80,80
Manaphy,490,water,null,100,100,100,100,100,100
Darkrai,491,dark,null,70,90,90,135,90,125
Shaymin Land Forme,492,grass,null,100,100,100,100,100,100
Arceus,493,normal,null,120,120,120,120,120,120
Victini,494,psychic,fire,100,100,100,100,100,100
Snivy,495,grass,null,45,45,55,45,55,63
Servine,496,grass,null,60,60,75,60,75,83
Serperior,497,grass,null,75,75,95,75,95,113
Tepig,498,fire,null,65,63,45,45,45,45
Pignite,499,fire,fighting,90,93,55,70,55,55
Emboar,500,fire,fighting,110,123,65,100,65,65
Oshawott,501,water,null,55,55,45,63,45,45
Dewott,502,water,null,75,75,60,83,60,60
Samurott,503,water,null,95,100,85,108,70,70
Patrat,504,normal,null,45,55,39,35,39,42
Watchog,505,normal,null,60,85,69,60,69,77
Lillipup,506,normal,null,45,60,45,25,45,55
Herdier,507,normal,null,65,80,65,35,65,60
Stoutland,508,normal,null,85,110,90,45,90,80
Purrloin,509,dark,null,41,50,37,50,37,66
Liepard,510,dark,null,64,88,50,88,50,106
Pansage,511,grass,null,50,53,48,53,48,64
Simisage,512,grass,null,75,98,63,98,63,101
Pansear,513,fire,null,50,53,48,53,48,64
Simisear,514,fire,null,75,98,63,98,63,101
Panpour,515,water,null,50,53,48,53,48,64
Simipour,516,water,null,75,98,63,98,63,101
Munna,517,psychic,null,76,25,45,67,55,24
Musharna,518,psychic,null,116,55,85,107,95,29
Pidove,519,normal,flying,50,55,50,36,30,43
Tranquill,520,normal,flying,62,77,62,50,42,65
Unfezant,521,normal,flying,80,115,80,65,55,93
Blitzle,522,electric,null,45,60,32,50,32,76
Zebstrika,523,electric,null,75,100,63,80,63,116
Roggenrola,524,rock,null,55,75,85,25,25,15
Boldore,525,rock,null,70,105,105,50,40,20
